iteration,episode_reward,episode_length,elapsed_time,best_reward
173,-1105,99,821.3657670021057,-635
174,-1910,99,825.414614200592,-635
175,-875,99,828.8542835712433,-635
176,-3135,99,832.1981825828552,-635
177,-2340,99,836.2126648426056,-635
178,-1710,99,839.4147527217865,-635
179,-1880,99,842.9578990936279,-635
180,-2675,99,846.8856112957001,-635
181,-1770,99,850.6079065799713,-635
182,-1295,99,854.5039398670197,-635
183,-1545,99,858.7358918190002,-635
184,-3060,99,862.754608631134,-635
185,-1560,99,866.6817395687103,-635
186,-1660,99,870.4637765884399,-635
187,-1310,99,874.580436706543,-635
188,-1325,99,878.138669013977,-635
189,-2980,99,882.2885901927948,-635
190,-2165,99,886.5998485088348,-635
191,-1680,99,890.0823085308075,-635
192,-2695,99,894.0003204345703,-635
193,-1430,99,896.9776637554169,-635
194,-1925,99,900.373583316803,-635
195,-2695,99,903.9251754283905,-635
196,-2425,99,907.5555069446564,-635
197,-2900,99,911.6389815807343,-635
198,-1155,99,914.9202675819397,-635
199,-1125,99,917.8591799736023,-635
200,-1580,99,921.0964109897614,-635
201,-2430,99,925.7898235321045,-635
202,-2015,99,929.7607445716858,-635
203,-1970,99,933.2879951000214,-635
204,-2665,99,936.7605373859406,-635
205,-1290,99,939.8588950634003,-635
206,-850,99,944.1333487033844,-635
207,-2405,99,948.0073747634888,-635
208,-2325,99,951.6261577606201,-635
209,-2675,99,955.6957886219025,-635
210,-2095,99,959.6701602935791,-635
211,-2405,99,963.3755173683167,-635
212,-1580,99,966.9834485054016,-635
213,-2400,99,970.1389155387878,-635
214,-1730,99,973.2727606296539,-635
215,-640,99,977.3295092582703,-635
216,-2065,99,980.8899567127228,-635
217,-1460,99,984.2994012832642,-635
218,-1650,99,988.3709952831268,-635
219,-1470,99,992.2183556556702,-635
220,-1840,99,995.3846788406372,-635
221,-2435,99,999.2360694408417,-635
222,-3155,99,1002.5376255512238,-635
223,-3095,99,1005.9549758434296,-635
224,-3335,99,1009.7183821201324,-635
225,-1750,99,1013.6951014995575,-635
226,-2370,99,1017.9622724056244,-635
227,-1955,99,1021.2921867370605,-635
228,-2530,99,1025.1113111972809,-635
229,-2845,99,1029.6735835075378,-635
230,-1495,99,1034.0532841682434,-635
231,-2000,99,1038.6491227149963,-635
232,-2785,99,1042.820656299591,-635
233,-2790,99,1046.6663196086884,-635
234,-1945,99,1050.3999722003937,-635
235,-1335,99,1053.7807834148407,-635
236,-1855,99,1058.0818254947662,-635
237,-2170,99,1061.9428730010986,-635
238,-1980,99,1065.5579862594604,-635
239,-3260,99,1070.2493307590485,-635
240,-2235,99,1073.6448111534119,-635
241,-1845,99,1077.0406022071838,-635
242,-1405,99,1080.8188858032227,-635
243,-2100,99,1084.689849615097,-635
244,-2105,99,1087.7447686195374,-635
245,-1635,99,1091.7634088993073,-635
246,-955,99,1095.3826744556427,-635
247,-1545,99,1099.2141449451447,-635
248,-2095,99,1102.4146683216095,-635
249,-1955,99,1106.6660571098328,-635
250,-1830,99,1110.4217274188995,-635
251,-1980,99,1113.8579745292664,-635
252,-2205,99,1117.5422706604004,-635
253,-660,99,1120.3291141986847,-635
254,-1780,99,1124.5510876178741,-635
255,-1390,99,1128.0146207809448,-635
256,-3515,99,1132.6650972366333,-635
257,-1210,99,1137.0183815956116,-635
258,-1425,99,1141.063149213791,-635
259,-1040,99,1144.171954870224,-635
260,-1495,99,1146.9900450706482,-635
261,-2245,99,1150.8791484832764,-635
262,-1465,99,1154.842457294464,-635
263,-1660,99,1157.9958188533783,-635
264,-1000,99,1162.3883419036865,-635
265,-2005,99,1166.0324761867523,-635
266,-1865,99,1169.488173007965,-635
267,-1760,99,1172.8604037761688,-635
268,-1785,99,1176.3526992797852,-635
269,-1075,99,1179.586142539978,-635
270,-1765,99,1183.1407358646393,-635
271,-850,99,1186.61572265625,-635
272,-2835,99,1190.9050827026367,-635
273,-1685,99,1194.1360573768616,-635
274,-1450,99,1197.189175605774,-635
275,-1965,99,1201.4627451896667,-635
276,-1420,99,1205.4954748153687,-635
277,-2005,99,1208.3834166526794,-635
278,-880,99,1211.698266029358,-635
279,-1050,99,1215.4883217811584,-635
280,-2115,99,1219.8461391925812,-635
281,-850,99,1223.2371668815613,-635
282,-1685,99,1227.1717412471771,-635
283,-2220,99,1231.1609251499176,-635
284,-1735,99,1235.3801884651184,-635
285,-2890,99,1239.2718007564545,-635
286,-1415,99,1243.0264055728912,-635
287,-850,99,1246.2581298351288,-635
288,-3615,99,1250.5160202980042,-635
289,-1745,99,1253.8097639083862,-635
290,-1870,99,1257.9097650051117,-635
291,-2135,99,1262.0281386375427,-635
292,-1705,99,1265.827374458313,-635
293,-3935,99,1269.7406446933746,-635
294,-1765,99,1273.3015432357788,-635
295,-3665,99,1277.364602804184,-635
296,-1835,99,1281.2368850708008,-635
297,-1285,99,1284.7282934188843,-635
298,-1890,99,1288.760814189911,-635
299,-2820,99,1292.347582101822,-635
300,-1910,99,1296.6858584880829,-635
301,-3110,99,1300.7101652622223,-635
302,-2755,99,1305.1095807552338,-635
303,-2455,99,1308.780898809433,-635
304,-1885,99,1312.2824659347534,-635
305,-2780,99,1316.5581974983215,-635
306,-2010,99,1319.9666996002197,-635
307,-1165,99,1323.6058521270752,-635
308,-1000,99,1327.4256405830383,-635
309,-2310,99,1331.3432757854462,-635
310,-1405,99,1334.678456068039,-635
311,-1690,99,1339.0555965900421,-635
312,-1450,99,1342.43252658844,-635
313,-1055,99,1346.4118309020996,-635
314,-2655,99,1349.889673948288,-635
315,-2300,99,1353.3652958869934,-635
316,-2760,99,1356.9073195457458,-635
317,-1095,99,1360.2295172214508,-635
318,-1730,99,1363.6181814670563,-635
319,-885,99,1368.0378096103668,-635
320,-1435,99,1371.6301412582397,-635
321,-1515,99,1376.1101577281952,-635
322,-940,99,1380.1813230514526,-635
323,-1700,99,1384.306739807129,-635
324,-1225,99,1388.3075835704803,-635
325,-2575,99,1391.7483968734741,-635
326,-1905,99,1395.2178444862366,-635
327,-1675,99,1398.4638693332672,-635
328,-2790,99,1402.2876162528992,-635
329,-1360,99,1405.3482692241669,-635
330,-1550,99,1409.034677028656,-635
331,-1280,99,1412.9407887458801,-635
332,-1915,99,1416.4504532814026,-635
333,-3120,99,1419.7494266033173,-635
334,-2230,99,1423.8127534389496,-635
335,-1895,99,1427.316801071167,-635
336,-2560,99,1431.176652431488,-635
337,-2160,99,1434.5346565246582,-635
338,-4265,99,1438.0731854438782,-635
339,-1925,99,1441.249585866928,-635
340,-2595,99,1444.7778911590576,-635
341,-1895,99,1448.312402009964,-635
342,-1605,99,1452.3207623958588,-635
343,-2500,99,1456.1806943416595,-635
344,-1430,99,1459.658597946167,-635
345,-1700,99,1463.1301221847534,-635
346,-2135,99,1467.2861685752869,-635
347,-1895,99,1470.6559233665466,-635
348,-1810,99,1474.6207869052887,-635
349,-2000,99,1478.3638954162598,-635
350,-3515,99,1481.6884951591492,-635
351,-2165,99,1485.2622621059418,-635
352,-1145,99,1488.9842121601105,-635
353,-1885,99,1492.499750137329,-635
354,-1380,99,1496.195130109787,-635
355,-1455,99,1500.120676279068,-635
356,-2180,99,1503.7727138996124,-635
357,-1925,99,1507.171063899994,-635
358,-940,99,1510.6662094593048,-635
359,-1640,99,1514.06782746315,-635
360,-1795,99,1517.8767716884613,-635
361,-1520,99,1521.8747990131378,-635
362,-735,99,1525.0571057796478,-635
363,-1635,99,1528.9050579071045,-635
364,-1940,99,1532.128527879715,-635
365,-2800,99,1535.7238512039185,-635
366,-2450,99,1539.5803525447845,-635
367,-2475,99,1544.0468776226044,-635
368,-1565,99,1547.9850401878357,-635
369,-1405,99,1551.8347992897034,-635
370,-2210,99,1556.1831164360046,-635
371,-2310,99,1559.7984156608582,-635
372,-1975,99,1564.1111962795258,-635
373,-1815,99,1568.2619843482971,-635
374,-905,99,1571.5657725334167,-635
375,-2225,99,1575.3815445899963,-635
376,-1900,99,1578.7898259162903,-635
377,-2125,99,1582.7112908363342,-635
378,-1285,99,1586.3009157180786,-635
379,-1720,99,1589.827020406723,-635
380,-1520,99,1594.1880989074707,-635
381,-1495,99,1598.2814981937408,-635
382,-1205,99,1602.1129312515259,-635
383,-1840,99,1606.0871031284332,-635
384,-1860,99,1609.4107961654663,-635
385,-1685,99,1612.5158381462097,-635
386,-1110,99,1616.1885035037994,-635
387,-1730,99,1619.6593720912933,-635
388,-3490,99,1623.5061917304993,-635
389,-2195,99,1627.8397119045258,-635
390,-2015,99,1632.1791489124298,-635
391,-1995,99,1635.8208088874817,-635
392,-2485,99,1639.7664637565613,-635
393,-2170,99,1643.3735642433167,-635
394,-2525,99,1646.9996435642242,-635
395,-2370,99,1650.376534461975,-635
396,-1440,99,1654.1370830535889,-635
397,-1890,99,1658.1012380123138,-635
398,-1970,99,1661.7295026779175,-635
399,-2710,99,1665.0978531837463,-635
400,-1900,99,1669.1916642189026,-635
401,-2815,99,1672.523354291916,-635
402,-3435,99,1676.6772425174713,-635
403,-1115,99,1680.82683968544,-635
404,-2500,99,1684.9953610897064,-635
405,-1670,99,1689.1596841812134,-635
406,-600,99,1693.4871366024017,-600
407,-2825,99,1697.4465899467468,-600
408,-1320,99,1701.0094785690308,-600
409,-2080,99,1705.0790417194366,-600
410,-2490,99,1709.5769517421722,-600
411,-2760,99,1713.954402923584,-600
412,-2445,99,1718.1681263446808,-600
413,-2785,99,1721.9123389720917,-600
414,-2625,99,1725.3740832805634,-600
415,-1640,99,1728.3086740970612,-600
416,-1250,99,1731.4528069496155,-600
417,-1315,99,1734.7791764736176,-600
418,-2945,99,1738.7329156398773,-600
419,-1615,99,1742.2620775699615,-600
420,-1120,99,1745.9400215148926,-600
421,-2580,99,1749.6827085018158,-600
422,-1815,99,1753.3682754039764,-600
423,-1515,99,1756.7188334465027,-600
424,-2065,99,1760.4640176296234,-600
425,-1565,99,1763.888869524002,-600
426,-1405,99,1767.3598477840424,-600
427,-1935,99,1770.9667258262634,-600
428,-4770,99,1775.2724027633667,-600
429,-1965,99,1778.824611902237,-600
430,-2065,99,1782.7699165344238,-600
431,-3270,99,1786.4721612930298,-600
432,-1655,99,1790.077439546585,-600
433,-1090,99,1793.2534940242767,-600
434,-2750,99,1797.0312492847443,-600
435,-1905,99,1801.4728789329529,-600
436,-1270,99,1805.1021554470062,-600
437,-2795,99,1809.0160326957703,-600
438,-1690,99,1813.4071202278137,-600
439,-1500,99,1817.0339913368225,-600
440,-2220,99,1821.0239317417145,-600
441,-1375,99,1825.340842962265,-600
442,-1250,99,1829.2853045463562,-600
443,-2730,99,1832.8904113769531,-600
444,-2480,99,1836.3501493930817,-600
445,-1595,99,1840.695878982544,-600
446,-2020,99,1845.1003766059875,-600
447,-2490,99,1849.553138256073,-600
448,-1450,99,1852.5001430511475,-600
449,-1550,99,1856.8194189071655,-600
450,-1765,99,1860.7078506946564,-600
451,-1415,99,1864.4811482429504,-600
452,-2910,99,1868.8685131072998,-600
453,-1400,99,1871.7605392932892,-600
454,-3180,99,1875.463482618332,-600
455,-2710,99,1879.528652191162,-600
456,-1770,99,1882.5429849624634,-600
457,-1960,99,1886.3361110687256,-600
458,-3485,99,1889.9489800930023,-600
459,-1215,99,1893.3825852870941,-600
460,-1110,99,1896.790681362152,-600
461,-1135,99,1899.8086767196655,-600
462,-2095,99,1903.36345911026,-600
463,-1925,99,1906.5240595340729,-600
464,-1345,99,1910.1162071228027,-600
465,-3415,99,1913.459088087082,-600
466,-1895,99,1916.8592445850372,-600
467,-2245,99,1920.0881865024567,-600
468,-1885,99,1924.2188665866852,-600
469,-1540,99,1927.8903152942657,-600
470,-3125,99,1931.9758124351501,-600
471,-2220,99,1936.0093274116516,-600
472,-2605,99,1939.5286839008331,-600
473,-1865,99,1943.405986070633,-600
474,-2980,99,1947.2466292381287,-600
475,-1815,99,1950.6810901165009,-600
476,-1685,99,1953.9451808929443,-600
477,-2105,99,1957.7665088176727,-600
478,-1775,99,1961.5868225097656,-600
479,-3265,99,1965.1345460414886,-600
480,-1355,99,1968.789510011673,-600
481,-1855,99,1972.4151051044464,-600
482,-2785,99,1975.7385075092316,-600
483,-1800,99,1979.5990436077118,-600
484,-3265,99,1983.6201858520508,-600
485,-2120,99,1986.8867211341858,-600
486,-2955,99,1991.3047995567322,-600
487,-2275,99,1995.427041053772,-600
488,-1860,99,1999.00683760643,-600
489,-1610,99,2002.1604766845703,-600
490,-1995,99,2005.9122412204742,-600
491,-2165,99,2009.9807789325714,-600
492,-1935,99,2012.651612520218,-600
493,-1105,99,2016.3918197154999,-600
494,-1515,99,2019.9989113807678,-600
495,-1950,99,2023.8194823265076,-600
496,-1535,99,2027.6925387382507,-600
497,-1915,99,2030.846678495407,-600
498,-1580,99,2034.4315152168274,-600
499,-1815,99,2037.9123425483704,-600
500,-2510,99,2041.9995019435883,-600
501,-2220,99,2045.7917306423187,-600
502,-915,99,2049.5555601119995,-600
503,-2615,99,2053.3972704410553,-600
504,-2425,99,2056.862523794174,-600
505,-1665,99,2060.307160615921,-600
506,-1945,99,2064.4297404289246,-600
507,-860,99,2067.7179362773895,-600
508,-1830,99,2071.168411254883,-600
509,-2710,99,2074.5527777671814,-600
510,-3555,99,2078.423093557358,-600
511,-2035,99,2082.7080116271973,-600
512,-2760,99,2087.061511516571,-600
513,-2505,99,2090.5940775871277,-600
514,-2210,99,2093.868754863739,-600
515,-1950,99,2097.40478682518,-600
516,-730,99,2100.856868982315,-600
517,-3250,99,2104.478460073471,-600
518,-1390,99,2108.9947550296783,-600
519,-2660,99,2112.432678461075,-600
520,-1685,99,2116.142293691635,-600
521,-2130,99,2120.231951713562,-600
522,-1685,99,2123.761155605316,-600
523,-1620,99,2126.9026362895966,-600
524,-1995,99,2131.4215757846832,-600
525,-1355,99,2135.0268561840057,-600
526,-3495,99,2138.33788728714,-600
527,-1935,99,2142.216128587723,-600
528,-3280,99,2146.4097170829773,-600
529,-1365,99,2150.2155244350433,-600
530,-2565,99,2154.397091627121,-600
531,-2275,99,2157.7753360271454,-600
532,-1510,99,2161.9424607753754,-600
533,-975,99,2165.9046926498413,-600
534,-1730,99,2169.3821732997894,-600
535,-3530,99,2173.221153497696,-600
536,-1730,99,2177.409043073654,-600
537,-2925,99,2181.3196494579315,-600
538,-3265,99,2185.342080116272,-600
539,-1990,99,2188.8177807331085,-600
540,-1150,99,2192.6377413272858,-600
541,-1600,99,2196.5240211486816,-600
542,-1615,99,2199.7973046302795,-600
543,-3305,99,2204.056661128998,-600
544,-1850,99,2207.430150747299,-600
545,-2710,99,2210.5876698493958,-600
546,-2060,99,2214.588459968567,-600
547,-2195,99,2218.4430844783783,-600
548,-3105,99,2221.805315256119,-600
549,-2185,99,2225.158506155014,-600
550,-985,99,2229.0995514392853,-600
551,-1270,99,2232.1971666812897,-600
552,-1505,99,2235.9341418743134,-600
553,-2565,99,2239.4049150943756,-600
554,-1385,99,2243.960798740387,-600
555,-1950,99,2247.0215849876404,-600
556,-1605,99,2250.915621995926,-600
557,-2675,99,2254.6057019233704,-600
558,-3470,99,2258.176906824112,-600
559,-1380,99,2261.782725572586,-600
560,-3545,99,2265.9601740837097,-600
561,-2020,99,2270.1354863643646,-600
562,-1925,99,2274.1753063201904,-600
563,-2315,99,2278.015123605728,-600
564,-1825,99,2282.430521249771,-600
565,-1560,99,2286.01597738266,-600
566,-1450,99,2289.88104391098,-600
567,-1905,99,2293.8254017829895,-600
568,-3110,99,2297.304874897003,-600
569,-3095,99,2301.253735780716,-600
570,-1815,99,2304.7937676906586,-600
571,-1620,99,2308.30912232399,-600
572,-2365,99,2311.7976834774017,-600
573,-2310,99,2316.064021587372,-600
574,-855,99,2319.420975923538,-600
575,-2670,99,2323.0655307769775,-600
576,-1855,99,2326.8874168395996,-600
577,-1520,99,2329.778539419174,-600
578,-1280,99,2334.0225212574005,-600
579,-1430,99,2337.424880504608,-600
580,-1585,99,2340.9894230365753,-600
581,-2230,99,2344.6315927505493,-600
582,-2745,99,2348.367787361145,-600
583,-3225,99,2352.6701583862305,-600
584,-1820,99,2356.2999355793,-600
585,-1605,99,2359.189418554306,-600
586,-1205,99,2362.5268778800964,-600
587,-1960,99,2366.7056720256805,-600
588,-2570,99,2369.7810366153717,-600
589,-2980,99,2373.389325618744,-600
590,-2395,99,2377.5134856700897,-600
591,-2520,99,2381.408942937851,-600
592,-1590,99,2385.507702589035,-600
593,-2535,99,2389.6325323581696,-600
594,-2770,99,2394.2371349334717,-600
595,-3135,99,2398.2036352157593,-600
596,-2770,99,2402.497663259506,-600
597,-1280,99,2406.2313692569733,-600
598,-2015,99,2409.0671651363373,-600
599,-2060,99,2413.251848220825,-600
600,-1930,99,2417.1748723983765,-600
601,-2050,99,2421.6250364780426,-600
602,-1705,99,2425.0753412246704,-600
603,-2095,99,2429.4652626514435,-600
604,-1750,99,2432.9375097751617,-600
605,-1045,99,2437.788248062134,-600
606,-2100,99,2441.3753502368927,-600
607,-2450,99,2445.9534406661987,-600
608,-2815,99,2449.9180324077606,-600
609,-1385,99,2453.8403856754303,-600
610,-1790,99,2456.4712574481964,-600
611,-2040,99,2459.4573743343353,-600
612,-1680,99,2462.791463136673,-600
613,-2730,99,2466.4174196720123,-600
614,-2540,99,2469.6073718070984,-600
615,-2635,99,2473.3831131458282,-600
616,-2465,99,2477.319527864456,-600
617,-2740,99,2481.5920815467834,-600
618,-1645,99,2485.5427186489105,-600
619,-2690,99,2489.344207048416,-600
620,-1965,99,2493.345857143402,-600
621,-1805,99,2496.666804790497,-600
622,-1260,99,2501.1651360988617,-600
623,-1640,99,2504.9796001911163,-600
624,-2750,99,2508.911530017853,-600
625,-3185,99,2513.0954558849335,-600
626,-1640,99,2516.81893324852,-600
627,-1905,99,2520.7558131217957,-600
628,-2010,99,2524.1933512687683,-600
629,-1440,99,2527.586315870285,-600
630,-655,99,2530.2859902381897,-600
631,-1360,99,2533.052813768387,-600
632,-1470,99,2536.857452392578,-600
633,-2355,99,2540.911461830139,-600
634,-2345,99,2544.7812139987946,-600
635,-1995,99,2548.0531857013702,-600
636,-2370,99,2551.1054623126984,-600
637,-855,99,2554.429174900055,-600
638,-2750,99,2558.3926792144775,-600
639,-1515,99,2562.4159359931946,-600
640,-1390,99,2566.1525399684906,-600
641,-2330,99,2570.8208861351013,-600
642,-2395,99,2574.5758299827576,-600
643,-1435,99,2578.110347032547,-600
644,-2015,99,2581.011106491089,-600
645,-1420,99,2585.0539770126343,-600
646,-1995,99,2588.5268607139587,-600
647,-2730,99,2592.055632829666,-600
648,-1850,99,2595.8290939331055,-600
649,-3345,99,2599.9880306720734,-600
650,-3795,99,2603.9258782863617,-600
651,-2025,99,2607.1980810165405,-600
652,-2540,99,2611.5900514125824,-600
653,-1545,99,2615.470682144165,-600
654,-1270,99,2619.2113103866577,-600
655,-1395,99,2623.3665018081665,-600
656,-825,99,2626.568481683731,-600
657,-1295,99,2630.2840209007263,-600
658,-3545,99,2633.790608406067,-600
659,-2650,99,2637.5237534046173,-600
660,-885,99,2641.779272079468,-600
661,-1295,99,2645.437749147415,-600
662,-2435,99,2649.769035577774,-600
663,-1070,99,2653.297989845276,-600
664,-2745,99,2657.68585395813,-600
665,-1670,99,2660.7304956912994,-600
666,-1760,99,2664.37455368042,-600
667,-3130,99,2668.6995692253113,-600
668,-1740,99,2672.146185874939,-600
669,-840,99,2676.3320088386536,-600
670,-2135,99,2679.94753408432,-600
671,-1510,99,2683.54145526886,-600
672,-2415,99,2686.898806810379,-600
673,-1025,99,2691.3019988536835,-600
674,-2520,99,2694.787623167038,-600
675,-1475,99,2698.5758843421936,-600
676,-1625,99,2702.965538740158,-600
677,-1335,99,2706.9390556812286,-600
678,-2285,99,2710.2670550346375,-600
679,-2895,99,2713.984266281128,-600
680,-1615,99,2717.9038496017456,-600
681,-2510,99,2722.1061012744904,-600
682,-3140,99,2725.9728603363037,-600
683,-810,99,2730.08341217041,-600
684,-3825,99,2734.183645963669,-600
685,-2180,99,2738.2116498947144,-600
686,-3625,99,2741.5696494579315,-600
687,-2225,99,2745.259919643402,-600
688,-3585,99,2749.5306553840637,-600
689,-2160,99,2754.360324382782,-600
690,-4200,99,2758.7279176712036,-600
691,-2335,99,2763.3552029132843,-600
692,-1290,99,2767.2552087306976,-600
693,-1495,99,2771.442107439041,-600
694,-2390,99,2775.280745267868,-600
695,-2915,99,2779.575971841812,-600
696,-2015,99,2783.6040687561035,-600
697,-1650,99,2787.358598470688,-600
698,-1385,99,2791.442432641983,-600
699,-1280,99,2795.343138694763,-600
700,-820,99,2799.204648733139,-600
701,-2295,99,2802.6993634700775,-600
702,-1080,99,2805.8883244991302,-600
703,-1015,99,2809.7314627170563,-600
704,-2945,99,2814.0292415618896,-600
705,-1060,99,2817.690707206726,-600
706,-2185,99,2821.3617765903473,-600
707,-3125,99,2824.998160839081,-600
708,-1705,99,2828.4984300136566,-600
709,-1725,99,2832.2804839611053,-600
710,-1265,99,2836.2789380550385,-600
711,-1020,99,2840.2388751506805,-600
712,-2135,99,2844.1038930416107,-600
713,-2735,99,2847.4126360416412,-600
714,-1420,99,2851.3817534446716,-600
715,-2410,99,2855.012858390808,-600
716,-2430,99,2858.175836086273,-600
