iteration,episode_reward_mean,episode_reward_max,episode_reward_min,episode_len_mean,policy_loss,vf_loss,entropy,kl,elapsed_time,best_reward
235,-648.75,-70.0,-2080.0,99.0,0,0,0,0,11496.965888261795,-506.55
236,-663.4,-70.0,-2080.0,99.0,0,0,0,0,11544.718706607819,-506.55
237,-650.9,-90.0,-2080.0,99.0,0,0,0,0,11593.807302713394,-506.55
238,-626.35,-90.0,-2080.0,99.0,0,0,0,0,11645.218070983887,-506.55
239,-575.65,-90.0,-1595.0,99.0,0,0,0,0,11696.837048053741,-506.55
240,-598.25,-90.0,-1595.0,99.0,0,0,0,0,11747.831182718277,-506.55
241,-646.35,-165.0,-1885.0,99.0,0,0,0,0,11796.806907892227,-506.55
242,-658.6,-165.0,-1885.0,99.0,0,0,0,0,11845.41306066513,-506.55
243,-655.6,-180.0,-1885.0,99.0,0,0,0,0,11893.440502643585,-506.55
244,-645.8,-150.0,-1885.0,99.0,0,0,0,0,11941.798894405365,-506.55
245,-627.1,-150.0,-1885.0,99.0,0,0,0,0,11992.36703824997,-506.55
246,-580.9,-150.0,-1525.0,99.0,0,0,0,0,12038.359983444214,-506.55
247,-573.5,-150.0,-1525.0,99.0,0,0,0,0,12087.217783689499,-506.55
248,-590.75,-150.0,-1525.0,99.0,0,0,0,0,12136.006988048553,-506.55
249,-607.25,-160.0,-1490.0,99.0,0,0,0,0,12182.453964710236,-506.55
250,-639.1,-160.0,-1530.0,99.0,0,0,0,0,12229.763712882996,-506.55
251,-634.8,-125.0,-1530.0,99.0,0,0,0,0,12280.65352511406,-506.55
252,-634.1,-125.0,-1530.0,99.0,0,0,0,0,12331.32221364975,-506.55
253,-641.35,-125.0,-1530.0,99.0,0,0,0,0,12383.377288341522,-506.55
254,-652.4,-125.0,-1530.0,99.0,0,0,0,0,12432.889953613281,-506.55
255,-634.3,-125.0,-1495.0,99.0,0,0,0,0,12484.19264793396,-506.55
256,-652.85,-135.0,-1495.0,99.0,0,0,0,0,12533.780768632889,-506.55
257,-640.25,-135.0,-1495.0,99.0,0,0,0,0,12585.689806699753,-506.55
258,-635.95,-135.0,-1495.0,99.0,0,0,0,0,12635.051616430283,-506.55
259,-631.75,-135.0,-1595.0,99.0,0,0,0,0,12684.144874334335,-506.55
260,-628.95,-180.0,-1960.0,99.0,0,0,0,0,12733.088521003723,-506.55
261,-607.9,-145.0,-1960.0,99.0,0,0,0,0,12782.501686811447,-506.55
262,-626.3,-145.0,-1960.0,99.0,0,0,0,0,12834.798111438751,-506.55
263,-624.9,-145.0,-1960.0,99.0,0,0,0,0,12882.968980550766,-506.55
264,-611.7,-145.0,-1960.0,99.0,0,0,0,0,12928.789891958237,-506.55
265,-599.05,-145.0,-1370.0,99.0,0,0,0,0,12980.579508066177,-506.55
266,-613.55,-180.0,-1920.0,99.0,0,0,0,0,13030.97942852974,-506.55
267,-632.8,-205.0,-1920.0,99.0,0,0,0,0,13080.268246650696,-506.55
268,-627.9,-95.0,-1920.0,99.0,0,0,0,0,13127.889773607254,-506.55
269,-616.35,-95.0,-1920.0,99.0,0,0,0,0,13174.867327690125,-506.55
270,-600.4,-95.0,-1920.0,99.0,0,0,0,0,13224.891960144043,-506.55
271,-590.35,-95.0,-1515.0,99.0,0,0,0,0,13274.036214590073,-506.55
272,-591.1,-95.0,-2040.0,99.0,0,0,0,0,13322.578186750412,-506.55
273,-612.85,-105.0,-2040.0,99.0,0,0,0,0,13369.855479955673,-506.55
274,-626.8,-180.0,-2040.0,99.0,0,0,0,0,13419.843878746033,-506.55
275,-656.9,-180.0,-2055.0,99.0,0,0,0,0,13467.836274385452,-506.55
276,-668.3,-225.0,-2055.0,99.0,0,0,0,0,13517.278121948242,-506.55
277,-609.35,-145.0,-2055.0,99.0,0,0,0,0,13567.266671657562,-506.55
278,-601.3,-145.0,-2055.0,99.0,0,0,0,0,13615.867585897446,-506.55
279,-604.3,-145.0,-2055.0,99.0,0,0,0,0,13666.297680854797,-506.55
280,-568.65,-145.0,-1520.0,99.0,0,0,0,0,13716.329862356186,-506.55
281,-557.3,-195.0,-1520.0,99.0,0,0,0,0,13765.310443162918,-506.55
282,-563.2,-195.0,-1520.0,99.0,0,0,0,0,13815.254945278168,-506.55
283,-561.0,-195.0,-1520.0,99.0,0,0,0,0,13862.503816843033,-506.55
284,-569.75,-195.0,-1650.0,99.0,0,0,0,0,13911.561388492584,-506.55
285,-589.35,-165.0,-1650.0,99.0,0,0,0,0,13964.032885074615,-506.55
286,-583.85,-90.0,-1650.0,99.0,0,0,0,0,14012.617028474808,-506.55
287,-584.8,-90.0,-1650.0,99.0,0,0,0,0,14061.391715765,-506.55
288,-581.05,-90.0,-1650.0,99.0,0,0,0,0,14111.41125035286,-506.55
289,-554.6,-90.0,-1325.0,99.0,0,0,0,0,14160.706358671188,-506.55
290,-550.9,-90.0,-1325.0,99.0,0,0,0,0,14209.862969636917,-506.55
291,-559.65,-115.0,-1325.0,99.0,0,0,0,0,14259.440192222595,-506.55
292,-554.95,-115.0,-1325.0,99.0,0,0,0,0,14308.393369436264,-506.55
293,-566.5,-115.0,-1510.0,99.0,0,0,0,0,14359.18733549118,-506.55
294,-581.8,-120.0,-1510.0,99.0,0,0,0,0,14409.654410362244,-506.55
295,-580.55,-120.0,-1510.0,99.0,0,0,0,0,14458.102000236511,-506.55
296,-597.9,-120.0,-1510.0,99.0,0,0,0,0,14509.974056243896,-506.55
297,-607.4,-120.0,-1510.0,99.0,0,0,0,0,14560.771580219269,-506.55
298,-577.3,-120.0,-1370.0,99.0,0,0,0,0,14610.47806596756,-506.55
299,-555.35,-160.0,-1370.0,99.0,0,0,0,0,14659.05931353569,-506.55
300,-562.6,-160.0,-1370.0,99.0,0,0,0,0,14705.935553073883,-506.55
301,-553.55,-160.0,-1915.0,99.0,0,0,0,0,14752.242853879929,-506.55
302,-564.6,-160.0,-1915.0,99.0,0,0,0,0,14802.005821228027,-506.55
303,-596.6,-130.0,-1915.0,99.0,0,0,0,0,14853.518752336502,-506.55
