iteration,episode_reward_mean,episode_reward_max,episode_reward_min,episode_len_mean,policy_loss,vf_loss,entropy,kl,elapsed_time,best_reward
75,-558.1,-45.0,-1705.0,99.0,0,0,0,0,8038.949893712997,-510.3
76,-596.95,-45.0,-1705.0,99.0,0,0,0,0,8152.633622169495,-510.3
77,-617.4,-55.0,-1705.0,99.0,0,0,0,0,8262.339291095734,-510.3
78,-630.65,-65.0,-1705.0,99.0,0,0,0,0,8372.456444740295,-510.3
79,-627.6,-65.0,-1705.0,99.0,0,0,0,0,8484.983540534973,-510.3
80,-632.35,-65.0,-1705.0,99.0,0,0,0,0,8596.0096950531,-510.3
81,-624.7,-65.0,-1705.0,99.0,0,0,0,0,8705.057888746262,-510.3
82,-625.2,-70.0,-1705.0,99.0,0,0,0,0,8815.124198198318,-510.3
83,-606.2,-70.0,-1700.0,99.0,0,0,0,0,8930.855715751648,-510.3
84,-570.5,-70.0,-1700.0,99.0,0,0,0,0,9041.19925904274,-510.3
85,-557.85,-70.0,-1700.0,99.0,0,0,0,0,9152.220136165619,-510.3
86,-546.4,-70.0,-2340.0,99.0,0,0,0,0,9262.726618289948,-510.3
87,-542.2,-70.0,-2340.0,99.0,0,0,0,0,9371.955013275146,-510.3
88,-542.15,-70.0,-2340.0,99.0,0,0,0,0,9481.76693558693,-510.3
89,-562.45,-75.0,-2340.0,99.0,0,0,0,0,9593.155368804932,-510.3
90,-561.1,-75.0,-2340.0,99.0,0,0,0,0,9700.729234457016,-510.3
91,-549.9,-75.0,-2340.0,99.0,0,0,0,0,9814.191863298416,-510.3
92,-561.6,-75.0,-2340.0,99.0,0,0,0,0,9925.62395620346,-510.3
93,-566.8,-55.0,-2340.0,99.0,0,0,0,0,10036.944558858871,-510.3
94,-573.2,-55.0,-2340.0,99.0,0,0,0,0,10145.516199350357,-510.3
95,-585.25,-55.0,-2340.0,99.0,0,0,0,0,10256.11757850647,-510.3
96,-579.0,-55.0,-1745.0,99.0,0,0,0,0,10364.59139418602,-510.3
97,-585.9,-55.0,-1745.0,99.0,0,0,0,0,10478.432378530502,-510.3
98,-575.0,-55.0,-1745.0,99.0,0,0,0,0,10596.322694540024,-510.3
99,-557.8,-55.0,-1605.0,99.0,0,0,0,0,10705.215099811554,-510.3
100,-545.25,-55.0,-1605.0,99.0,0,0,0,0,10817.658471107483,-510.3
101,-555.0,-55.0,-1605.0,99.0,0,0,0,0,10928.519701480865,-510.3
102,-568.3,-55.0,-1605.0,99.0,0,0,0,0,11039.138683080673,-510.3
103,-567.5,-115.0,-1570.0,99.0,0,0,0,0,11155.031591176987,-510.3
104,-568.5,-105.0,-1570.0,99.0,0,0,0,0,11268.15818452835,-510.3
105,-563.15,-85.0,-1570.0,99.0,0,0,0,0,11377.435100793839,-510.3
106,-545.15,-65.0,-1570.0,99.0,0,0,0,0,11493.381340742111,-510.3
107,-540.2,-65.0,-1445.0,99.0,0,0,0,0,11602.764482975006,-510.3
108,-534.3,-65.0,-1445.0,99.0,0,0,0,0,11716.886594772339,-510.3
109,-550.8,-65.0,-1360.0,99.0,0,0,0,0,11828.452336072922,-510.3
110,-554.15,-65.0,-1360.0,99.0,0,0,0,0,11943.553351640701,-510.3
111,-543.7,-65.0,-1335.0,99.0,0,0,0,0,12055.017001390457,-510.3
112,-529.8,-65.0,-1360.0,99.0,0,0,0,0,12172.284119844437,-510.3
113,-520.4,-65.0,-1360.0,99.0,0,0,0,0,12287.292236089706,-510.3
114,-530.35,-65.0,-1360.0,99.0,0,0,0,0,12397.70558977127,-510.3
115,-549.1,-75.0,-1360.0,99.0,0,0,0,0,12511.955701828003,-510.3
116,-568.85,-75.0,-1360.0,99.0,0,0,0,0,12622.876159191132,-510.3
117,-602.0,-75.0,-1805.0,99.0,0,0,0,0,12732.346987247467,-510.3
118,-594.95,-75.0,-1805.0,99.0,0,0,0,0,12847.115296840668,-510.3
119,-590.8,-75.0,-1805.0,99.0,0,0,0,0,12959.700198173523,-510.3
120,-589.9,-75.0,-1805.0,99.0,0,0,0,0,13077.572314023972,-510.3
121,-609.9,-75.0,-1805.0,99.0,0,0,0,0,13189.812235593796,-510.3
122,-609.15,-75.0,-1805.0,99.0,0,0,0,0,13301.6400847435,-510.3
123,-639.3,-75.0,-1805.0,99.0,0,0,0,0,13411.633684396744,-510.3
124,-635.4,-75.0,-1805.0,99.0,0,0,0,0,13522.672021150589,-510.3
125,-632.15,-75.0,-1805.0,99.0,0,0,0,0,13637.00086259842,-510.3
126,-611.5,-75.0,-1805.0,99.0,0,0,0,0,13748.037834405899,-510.3
127,-583.2,-40.0,-1370.0,99.0,0,0,0,0,13858.392679691315,-510.3
128,-602.3,-40.0,-1370.0,99.0,0,0,0,0,13971.475932598114,-510.3
129,-610.25,-40.0,-1370.0,99.0,0,0,0,0,14084.001686573029,-510.3
130,-608.95,-40.0,-1485.0,99.0,0,0,0,0,14199.629955768585,-510.3
131,-589.05,-40.0,-1485.0,99.0,0,0,0,0,14309.64313030243,-510.3
132,-579.1,-40.0,-1485.0,99.0,0,0,0,0,14425.247384786606,-510.3
133,-556.75,-40.0,-1485.0,99.0,0,0,0,0,14540.674700975418,-510.3
134,-561.3,-40.0,-1650.0,99.0,0,0,0,0,14651.72092795372,-510.3
135,-555.6,-40.0,-1650.0,99.0,0,0,0,0,14763.38367986679,-510.3
136,-558.1,-40.0,-1650.0,99.0,0,0,0,0,14877.10073184967,-510.3
137,-573.65,-65.0,-1650.0,99.0,0,0,0,0,14992.475540399551,-510.3
138,-565.35,-90.0,-1650.0,99.0,0,0,0,0,15106.294150352478,-510.3
139,-557.55,-90.0,-1650.0,99.0,0,0,0,0,15222.47862315178,-510.3
140,-564.5,-90.0,-1650.0,99.0,0,0,0,0,15336.89465880394,-510.3
141,-568.55,-80.0,-1650.0,99.0,0,0,0,0,15445.499177217484,-510.3
142,-588.45,-80.0,-1650.0,99.0,0,0,0,0,15563.426632404327,-510.3
143,-584.15,-80.0,-1650.0,99.0,0,0,0,0,15675.15177822113,-510.3
144,-572.85,-80.0,-1515.0,99.0,0,0,0,0,15789.494581460953,-510.3
145,-559.95,-65.0,-1515.0,99.0,0,0,0,0,15901.081258773804,-510.3
146,-573.9,-65.0,-1505.0,99.0,0,0,0,0,16016.411937952042,-510.3
147,-578.15,-65.0,-1735.0,99.0,0,0,0,0,16124.851635694504,-510.3
148,-592.95,-65.0,-1735.0,99.0,0,0,0,0,16234.263524055481,-510.3
149,-582.5,-65.0,-1735.0,99.0,0,0,0,0,16345.14178609848,-510.3
150,-611.6,-65.0,-1870.0,99.0,0,0,0,0,16455.44550895691,-510.3
151,-635.4,-65.0,-2705.0,99.0,0,0,0,0,16569.512533664703,-510.3
152,-625.85,-65.0,-2705.0,99.0,0,0,0,0,16680.1810233593,-510.3
153,-624.85,-65.0,-2705.0,99.0,0,0,0,0,16792.865358114243,-510.3
154,-624.85,-65.0,-2705.0,99.0,0,0,0,0,16902.4609105587,-510.3
155,-630.95,-80.0,-2705.0,99.0,0,0,0,0,17015.361889362335,-510.3
156,-607.2,-80.0,-2705.0,99.0,0,0,0,0,17127.755878925323,-510.3
157,-583.85,-80.0,-2705.0,99.0,0,0,0,0,17240.457747220993,-510.3
158,-569.35,-45.0,-2705.0,99.0,0,0,0,0,17350.164114952087,-510.3
159,-572.6,-45.0,-2705.0,99.0,0,0,0,0,17459.54249715805,-510.3
160,-552.25,-45.0,-2705.0,99.0,0,0,0,0,17571.636169433594,-510.3
161,-532.8,-45.0,-1545.0,99.0,0,0,0,0,17688.20650577545,-510.3
162,-547.1,-45.0,-1545.0,99.0,0,0,0,0,17802.154459953308,-510.3
163,-562.75,-45.0,-1545.0,99.0,0,0,0,0,17920.520223140717,-510.3
164,-572.3,-45.0,-1545.0,99.0,0,0,0,0,18037.743854522705,-510.3
165,-569.65,-45.0,-1545.0,99.0,0,0,0,0,18153.35249400139,-510.3
166,-580.4,-45.0,-1545.0,99.0,0,0,0,0,18268.24515557289,-510.3
167,-598.25,-35.0,-1545.0,99.0,0,0,0,0,18381.503745794296,-510.3
168,-590.25,-35.0,-1545.0,99.0,0,0,0,0,18493.14639401436,-510.3
169,-591.95,-35.0,-1545.0,99.0,0,0,0,0,18603.100274086,-510.3
170,-567.4,-35.0,-1450.0,99.0,0,0,0,0,18712.681931257248,-510.3
171,-584.8,-35.0,-1455.0,99.0,0,0,0,0,18824.147714853287,-510.3
172,-596.7,-35.0,-1455.0,99.0,0,0,0,0,18935.382994890213,-510.3
173,-588.55,-35.0,-1455.0,99.0,0,0,0,0,19046.79942202568,-510.3
174,-595.2,-35.0,-1455.0,99.0,0,0,0,0,19163.88118672371,-510.3
175,-592.3,-35.0,-1455.0,99.0,0,0,0,0,19276.99627161026,-510.3
176,-615.35,-35.0,-1455.0,99.0,0,0,0,0,19389.148700475693,-510.3
177,-633.75,-50.0,-1885.0,99.0,0,0,0,0,19501.707975149155,-510.3
178,-632.3,-50.0,-1885.0,99.0,0,0,0,0,19617.17559528351,-510.3
179,-623.7,-50.0,-1885.0,99.0,0,0,0,0,19731.062085151672,-510.3
180,-645.2,-50.0,-1885.0,99.0,0,0,0,0,19845.940400838852,-510.3
181,-627.7,-40.0,-1885.0,99.0,0,0,0,0,19956.615476369858,-510.3
182,-602.45,-40.0,-1885.0,99.0,0,0,0,0,20070.661811351776,-510.3
183,-621.6,-40.0,-1885.0,99.0,0,0,0,0,20180.75444507599,-510.3
184,-608.7,-40.0,-1885.0,99.0,0,0,0,0,20294.138623714447,-510.3
185,-605.15,-40.0,-1885.0,99.0,0,0,0,0,20404.0025100708,-510.3
186,-568.0,-40.0,-1885.0,99.0,0,0,0,0,20516.747712612152,-510.3
