iteration,episode_reward,episode_length
110,-330.0,99
111,-1110.0,99
112,-430.0,99
113,-350.0,99
114,-60.0,99
115,-430.0,99
116,-665.0,99
117,-705.0,99
118,-355.0,99
119,-205.0,99
120,-650.0,99
121,-440.0,99
122,-785.0,99
123,-535.0,99
124,-670.0,99
125,-440.0,99
126,-45.0,99
127,-280.0,99
128,-430.0,99
129,-300.0,99
130,-385.0,99
131,-740.0,99
132,-135.0,99
133,-110.0,99
134,-55.0,99
135,-405.0,99
136,-50.0,99
137,-560.0,99
138,-940.0,99
139,-230.0,99
140,-975.0,99
141,-260.0,99
142,-675.0,99
143,-295.0,99
144,-420.0,99
145,-250.0,99
146,-440.0,99
147,-520.0,99
148,-335.0,99
149,-1310.0,99
150,-945.0,99
151,-370.0,99
152,-165.0,99
153,-105.0,99
154,-640.0,99
155,-335.0,99
156,-210.0,99
157,-905.0,99
158,-385.0,99
159,-660.0,99
160,-205.0,99
161,-455.0,99
162,-400.0,99
163,-490.0,99
164,-745.0,99
165,-520.0,99
166,-185.0,99
167,-625.0,99
168,-430.0,99
169,-135.0,99
170,-525.0,99
171,-1035.0,99
172,-325.0,99
173,-505.0,99
174,-510.0,99
175,-55.0,99
176,-895.0,99
177,-880.0,99
178,-1920.0,99
179,-940.0,99
180,-450.0,99
181,-490.0,99
182,-405.0,99
183,-600.0,99
184,-425.0,99
185,-575.0,99
186,-235.0,99
187,-1345.0,99
188,-135.0,99
189,-150.0,99
190,-640.0,99
191,-450.0,99
192,-500.0,99
193,-1235.0,99
194,-355.0,99
195,-875.0,99
196,-675.0,99
197,-580.0,99
198,-145.0,99
199,-805.0,99
200,-90.0,99
201,-200.0,99
202,-265.0,99
203,-330.0,99
204,-440.0,99
205,-720.0,99
206,-185.0,99
207,-550.0,99
208,-460.0,99
209,-740.0,99
210,-510.0,99
211,-465.0,99
212,-670.0,99
213,-375.0,99
214,-505.0,99
215,-380.0,99
216,-90.0,99
217,-485.0,99
218,-485.0,99
219,-470.0,99
220,-365.0,99
221,-150.0,99
222,-585.0,99
223,-440.0,99
224,-1040.0,99
225,-570.0,99
226,-865.0,99
227,-725.0,99
228,-1830.0,99
229,-575.0,99
230,-285.0,99
231,-155.0,99
232,-420.0,99
233,-900.0,99
234,-595.0,99
235,-635.0,99
236,-320.0,99
237,-680.0,99
238,-340.0,99
239,-410.0,99
240,-250.0,99
241,-830.0,99
242,-705.0,99
243,-1070.0,99
244,-380.0,99
245,-165.0,99
246,-490.0,99
247,-885.0,99
248,-405.0,99
249,-890.0,99
250,-470.0,99
251,-350.0,99
252,-380.0,99
253,-535.0,99
254,-125.0,99
255,-620.0,99
256,-240.0,99
257,-255.0,99
258,-435.0,99
259,-620.0,99
260,-605.0,99
261,-285.0,99
262,-770.0,99
263,-180.0,99
264,-260.0,99
265,-245.0,99
266,-755.0,99
267,-230.0,99
268,-135.0,99
269,-1330.0,99
270,-605.0,99
271,-410.0,99
272,-435.0,99
273,-840.0,99
274,-485.0,99
275,-315.0,99
276,-685.0,99
277,-640.0,99
278,-650.0,99
279,-365.0,99
280,-540.0,99
281,-440.0,99
282,-595.0,99
283,-725.0,99
284,-320.0,99
285,-570.0,99
286,-615.0,99
287,-15.0,99
288,-295.0,99
289,-520.0,99
290,-800.0,99
291,-340.0,99
292,-435.0,99
293,-870.0,99
294,-690.0,99
295,-155.0,99
296,-490.0,99
297,-175.0,99
298,-445.0,99
299,-500.0,99
300,-460.0,99
301,-940.0,99
302,-1560.0,99
303,-1085.0,99
304,-385.0,99
305,-785.0,99
306,-410.0,99
307,-285.0,99
308,-300.0,99
309,-595.0,99
310,-890.0,99
311,-660.0,99
312,-260.0,99
313,-495.0,99
314,-1210.0,99
315,-125.0,99
316,-285.0,99
317,-255.0,99
318,-350.0,99
319,-225.0,99
320,-255.0,99
321,-240.0,99
322,-1080.0,99
323,-405.0,99
324,-675.0,99
325,-220.0,99
326,-180.0,99
327,-285.0,99
328,-310.0,99
329,-470.0,99
330,-395.0,99
331,-90.0,99
332,-160.0,99
333,-695.0,99
334,-780.0,99
335,-910.0,99
336,-235.0,99
337,-550.0,99
338,-385.0,99
339,-160.0,99
340,-215.0,99
341,-285.0,99
342,-515.0,99
343,-155.0,99
344,-525.0,99
345,-280.0,99
346,-430.0,99
347,-310.0,99
348,-675.0,99
349,-60.0,99
350,-140.0,99
351,-145.0,99
352,-945.0,99
353,-115.0,99
354,-775.0,99
355,-280.0,99
356,-1055.0,99
357,-620.0,99
358,-395.0,99
359,-120.0,99
360,-400.0,99
361,-305.0,99
362,-1325.0,99
363,-1490.0,99
364,-905.0,99
365,-455.0,99
366,-95.0,99
367,-675.0,99
368,-525.0,99
369,-405.0,99
370,-120.0,99
371,-310.0,99
372,-235.0,99
373,-145.0,99
374,-245.0,99
375,-115.0,99
376,-220.0,99
377,-145.0,99
378,-960.0,99
379,-335.0,99
380,-485.0,99
381,-850.0,99
382,-265.0,99
383,-280.0,99
384,-745.0,99
385,-445.0,99
386,-470.0,99
387,-520.0,99
388,-215.0,99
389,-375.0,99
390,-510.0,99
391,-100.0,99
392,-480.0,99
393,-430.0,99
394,-290.0,99
395,-1400.0,99
396,-520.0,99
397,-600.0,99
398,-725.0,99
399,-385.0,99
400,-270.0,99
401,-200.0,99
402,-625.0,99
403,-195.0,99
404,-755.0,99
405,-510.0,99
406,-425.0,99
407,-450.0,99
408,-660.0,99
409,-170.0,99
410,-475.0,99
411,-1235.0,99
412,-495.0,99
413,-1055.0,99
414,-155.0,99
415,-100.0,99
416,-500.0,99
417,-120.0,99
418,-255.0,99
419,-520.0,99
420,-510.0,99
421,-240.0,99
422,-900.0,99
423,-690.0,99
424,-345.0,99
425,-625.0,99
426,-515.0,99
427,-320.0,99
428,-1510.0,99
429,-385.0,99
430,-500.0,99
431,-1345.0,99
432,-460.0,99
433,-655.0,99
434,-625.0,99
435,-455.0,99
436,-535.0,99
437,-410.0,99
438,-295.0,99
439,-480.0,99
440,-455.0,99
441,-505.0,99
442,-115.0,99
443,-985.0,99
444,-600.0,99
445,-140.0,99
446,-565.0,99
447,-460.0,99
448,-480.0,99
449,-575.0,99
450,-405.0,99
451,-665.0,99
452,-110.0,99
453,-1470.0,99
454,-200.0,99
455,-1655.0,99
456,-550.0,99
457,-225.0,99
458,-390.0,99
459,-1365.0,99
460,-45.0,99
461,-1325.0,99
462,-1585.0,99
463,-835.0,99
464,-220.0,99
465,-475.0,99
466,-455.0,99
467,-560.0,99
468,-520.0,99
469,-245.0,99
470,-300.0,99
471,-870.0,99
472,-360.0,99
473,-1155.0,99
474,-795.0,99
475,-385.0,99
476,-1105.0,99
477,-275.0,99
478,-590.0,99
479,-505.0,99
480,-1305.0,99
481,-1175.0,99
482,-360.0,99
483,-430.0,99
484,-110.0,99
485,-400.0,99
486,-1420.0,99
487,-525.0,99
488,-625.0,99
489,-390.0,99
490,-215.0,99
491,-345.0,99
492,-520.0,99
493,-460.0,99
494,-225.0,99
495,-395.0,99
496,-595.0,99
497,-450.0,99
498,-330.0,99
499,-385.0,99
