iteration,episode_reward,episode_length
0,-245.0,99
1,-645.0,99
2,-145.0,99
3,-320.0,99
4,-340.0,99
5,-150.0,99
6,-225.0,99
7,-1020.0,99
8,-235.0,99
9,-715.0,99
10,-465.0,99
11,-425.0,99
12,-370.0,99
13,-335.0,99
14,-310.0,99
15,-690.0,99
16,-1280.0,99
