iteration,episode_reward,episode_length
111,-295.0,99
112,-1655.0,99
113,-735.0,99
114,-135.0,99
115,-690.0,99
116,-565.0,99
117,-270.0,99
118,-425.0,99
119,-670.0,99
120,-305.0,99
121,-195.0,99
122,-140.0,99
123,-440.0,99
124,-1100.0,99
125,-450.0,99
126,-455.0,99
127,-1095.0,99
128,-490.0,99
129,-530.0,99
130,-120.0,99
131,-460.0,99
132,-395.0,99
133,-290.0,99
134,-430.0,99
135,-325.0,99
136,-290.0,99
137,-755.0,99
138,-340.0,99
139,-340.0,99
140,-600.0,99
141,-670.0,99
142,-285.0,99
143,-705.0,99
144,-425.0,99
145,-705.0,99
146,-760.0,99
147,-285.0,99
148,-405.0,99
149,-570.0,99
150,-835.0,99
151,-410.0,99
152,-130.0,99
153,-355.0,99
154,-415.0,99
155,-360.0,99
156,-280.0,99
157,-545.0,99
158,-455.0,99
159,-435.0,99
160,-880.0,99
161,-190.0,99
162,-450.0,99
163,-620.0,99
164,-55.0,99
165,-250.0,99
166,-190.0,99
167,-225.0,99
168,-35.0,99
169,-1045.0,99
170,-640.0,99
171,-915.0,99
172,-420.0,99
173,-1010.0,99
174,-235.0,99
175,-850.0,99
176,-585.0,99
177,-375.0,99
178,-405.0,99
179,-625.0,99
180,-805.0,99
181,-255.0,99
182,-520.0,99
183,-210.0,99
184,-735.0,99
185,-380.0,99
186,-500.0,99
187,-685.0,99
188,-360.0,99
189,-240.0,99
190,-970.0,99
191,-635.0,99
192,-865.0,99
193,-330.0,99
194,-140.0,99
195,-345.0,99
196,-435.0,99
197,-690.0,99
198,-160.0,99
199,-315.0,99
200,-1090.0,99
201,-455.0,99
202,-320.0,99
203,-165.0,99
204,-295.0,99
205,-590.0,99
206,-540.0,99
207,-640.0,99
208,-220.0,99
209,-70.0,99
210,-1415.0,99
211,-495.0,99
212,-1225.0,99
213,-1245.0,99
214,-200.0,99
215,-255.0,99
216,-620.0,99
217,-140.0,99
218,-590.0,99
219,-885.0,99
220,-720.0,99
221,-675.0,99
222,-345.0,99
223,-385.0,99
224,-135.0,99
225,-545.0,99
226,-955.0,99
227,-425.0,99
228,-680.0,99
229,-955.0,99
230,-810.0,99
231,-230.0,99
232,-225.0,99
233,-175.0,99
234,-230.0,99
235,-480.0,99
236,-490.0,99
237,-695.0,99
238,-625.0,99
239,-135.0,99
240,-385.0,99
241,-1360.0,99
242,-290.0,99
243,-685.0,99
244,-235.0,99
245,-785.0,99
246,-160.0,99
247,-1475.0,99
248,-1010.0,99
249,-10.0,99
250,-795.0,99
251,-810.0,99
252,-465.0,99
253,-370.0,99
254,-215.0,99
255,-735.0,99
256,-545.0,99
257,-840.0,99
258,-445.0,99
259,-240.0,99
260,-540.0,99
261,-1100.0,99
262,-815.0,99
263,-760.0,99
264,-415.0,99
265,-935.0,99
266,-580.0,99
267,-275.0,99
268,-360.0,99
269,-790.0,99
270,-735.0,99
271,-215.0,99
272,-220.0,99
273,-640.0,99
274,-280.0,99
275,-960.0,99
276,-100.0,99
277,-145.0,99
278,-400.0,99
279,-450.0,99
280,-405.0,99
281,-580.0,99
282,-150.0,99
283,-870.0,99
284,-330.0,99
285,-350.0,99
286,-285.0,99
287,-315.0,99
288,-115.0,99
289,-300.0,99
290,-110.0,99
291,-465.0,99
292,-575.0,99
293,-560.0,99
294,-215.0,99
295,-715.0,99
296,-205.0,99
297,-775.0,99
298,-350.0,99
299,-225.0,99
300,-495.0,99
301,-610.0,99
302,-565.0,99
303,-200.0,99
304,-920.0,99
305,-130.0,99
306,-385.0,99
307,-320.0,99
308,-890.0,99
309,-455.0,99
310,-585.0,99
311,-815.0,99
312,-140.0,99
313,-300.0,99
314,-600.0,99
315,-325.0,99
316,-1215.0,99
317,-930.0,99
318,-400.0,99
319,-845.0,99
320,-940.0,99
321,-610.0,99
322,-590.0,99
323,-520.0,99
324,-585.0,99
325,-880.0,99
326,-335.0,99
327,-550.0,99
328,-180.0,99
329,-210.0,99
330,-875.0,99
331,-365.0,99
332,-370.0,99
333,-540.0,99
334,-445.0,99
335,-415.0,99
336,-330.0,99
337,-1020.0,99
338,-345.0,99
339,-225.0,99
340,-750.0,99
341,-720.0,99
342,-650.0,99
343,-1205.0,99
344,-765.0,99
345,-960.0,99
346,-1230.0,99
347,-530.0,99
348,-200.0,99
349,-125.0,99
350,-505.0,99
351,-540.0,99
352,-705.0,99
353,-255.0,99
354,-250.0,99
355,-485.0,99
356,-590.0,99
357,-470.0,99
358,-375.0,99
359,-1105.0,99
360,-700.0,99
361,-385.0,99
362,-650.0,99
363,-985.0,99
364,-275.0,99
365,-95.0,99
366,-155.0,99
367,-525.0,99
368,-390.0,99
369,-600.0,99
370,-435.0,99
371,-730.0,99
372,-780.0,99
373,-375.0,99
374,-455.0,99
375,-1470.0,99
376,-280.0,99
377,-430.0,99
378,-120.0,99
379,-55.0,99
380,-265.0,99
381,-800.0,99
382,-465.0,99
383,-900.0,99
384,-235.0,99
385,-340.0,99
386,-130.0,99
387,-220.0,99
388,-395.0,99
389,-115.0,99
390,-165.0,99
391,-225.0,99
392,-515.0,99
393,-585.0,99
394,-275.0,99
395,-865.0,99
396,-335.0,99
397,-410.0,99
398,-315.0,99
399,-125.0,99
400,-440.0,99
401,-855.0,99
402,-495.0,99
403,-110.0,99
404,-450.0,99
405,-150.0,99
406,-285.0,99
407,-160.0,99
408,-510.0,99
409,-250.0,99
410,-385.0,99
411,-625.0,99
412,-590.0,99
413,-635.0,99
414,-600.0,99
415,-965.0,99
416,-205.0,99
417,-145.0,99
418,-705.0,99
419,-1215.0,99
420,-515.0,99
421,-540.0,99
422,-150.0,99
423,-215.0,99
424,-510.0,99
425,-115.0,99
426,-100.0,99
427,-650.0,99
428,-630.0,99
429,-140.0,99
430,-460.0,99
431,-465.0,99
432,-335.0,99
433,-905.0,99
434,-835.0,99
435,-830.0,99
436,-550.0,99
437,-620.0,99
438,-300.0,99
439,-595.0,99
440,-395.0,99
441,-630.0,99
442,-555.0,99
443,-515.0,99
444,-530.0,99
445,-280.0,99
446,-215.0,99
447,-875.0,99
448,-340.0,99
449,-585.0,99
450,-610.0,99
451,-695.0,99
452,-285.0,99
453,-160.0,99
454,-565.0,99
455,-560.0,99
456,-465.0,99
457,-395.0,99
458,-770.0,99
459,-700.0,99
460,-1265.0,99
461,-655.0,99
462,-945.0,99
463,-955.0,99
464,-705.0,99
465,-220.0,99
466,-435.0,99
467,-800.0,99
468,-505.0,99
469,-485.0,99
470,-405.0,99
471,-560.0,99
472,-210.0,99
473,-225.0,99
474,-1110.0,99
475,-95.0,99
476,-505.0,99
477,-90.0,99
478,-650.0,99
479,-95.0,99
480,-280.0,99
481,-475.0,99
482,-220.0,99
483,-610.0,99
484,-850.0,99
485,-45.0,99
486,-520.0,99
487,-855.0,99
488,-275.0,99
489,-390.0,99
490,-445.0,99
491,-565.0,99
492,-375.0,99
493,-605.0,99
494,-305.0,99
495,-805.0,99
496,-205.0,99
497,-660.0,99
498,-900.0,99
499,-95.0,99
